Royce_ID_Num,Royce_ID,Tribal_Nation,US_Acquired_Mode,Cession_State,Yr_US_Acquire,Date_US_Acquire,Total_Acres,Total_US_Paid,US_Paid_Per_Acre,Total_Area_Source,Total_US_Paid_Source,Royce_Link,Notes,GIS_Source
292,292,Iowa; Medewahkanton; Missouri; Omaha; Oto; Sauk and Fox; Sioux (Sisseton Bands); Wahpekuta; Wahpeton,"Purchased (former ""half breed"" reservation), August 5, 1851",MN,1851,18510805,"960,000","$150,000.00 ",$0.16 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up/search/292,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
293,293,Noe-ma-noe-ma; Noi-me-noi-me; Y-lac-ca,"Seized by unratified treaty, August 16, 1851",CA,1851,18510816,"982,537",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
294,294,Noe-ma-noe-ma; Noi-me-noi-me; Y-lac-ca,"Seized by unratified treaty, August 16, 1851",CA,1851,18510816,"5,459,410",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
295,295,Ca-la-na-po; Cha-nel-kai; Che-com; Da-no-ha-bo; Ha-bi-na-po; How-ku-ma; Me-dam-a-rec; Mo-al-kai,"Seized by unratified treaty, August 20, 1851",CA,1851,18510820,"237,151",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
296,296,Ca-la-na-po; Cha-nel-kai; Che-com; Da-no-ha-bo; Ha-bi-na-po; How-ku-ma; Me-dam-a-rec; Mo-al-kai,"Seized by unratified treaty, August 20, 1851",CA,1851,18510820,"2,195,280",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
297,297,Mas-su-ta-ka-ya; Po-mo; Sai-nell; Yu-ki-as,"Seized by unratified treaty, August 22, 1851",CA,1851,18510822,"4,648,040",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
298,298,Cha; Cham-et-ko; Co-ha-ma; Co-lu; Doc-duc; Tat-nah; Toc-de; Wil-lay,"Seized by unratified treaty, September 9, 1851",CA,1851,18510909,"45,483",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
299,299,Cha; Cham-et-ko; Co-ha-ma; Co-lu; Doc-duc; Tat-nah; Toc-de; Wil-lay,"Seized by unratified treaty, September 9, 1851",CA,1851,18510909,"3,142,300",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
301,301,Cu-lee; Loc-lum-ne; Wo-pum-ne; Yas-see,"Seized by unratified treaty, September 18, 1851",CA,1851,18510918,"202,422",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
302,302,Cu-lee; Loc-lum-ne; Wo-pum-ne; Yas-see,"Seized by unratified treaty, September 18, 1851",CA,1851,18510918,"1,854,400",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
304,304,Hoo-pah or Trinity river; Peh-tuck or Upper Klamath; Poh-lik or Lower Klamath,"Seized by unratified treaty, October 6, 1851",CA,1851,18511006,"4,404,020",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
305,305,E-eh; I-da-kar-I-waka-ha; I-ka-ruck; Ko-se-tah; O-de-I-lah; Wat-sa-he-wa,"Seized by unratified treaty, Novermber 4, 1851",CA,1851,18511104,"681,846",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
306,306,E-eh; I-da-kar-I-waka-ha; I-ka-ruck; Ko-se-tah; O-de-I-lah; Wat-sa-he-wa,"Seized by unratified treaty, Novermber 4, 1851",CA,1851,18511104,"2,952,540",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
307,307,Co-com-cah-ra; Kah-wè-a; San Luis Rey,"Seized by unratified treaty, January 5, 1852",CA,1852,18520105,"1,099,600",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
308,308,Co-com-cah-ra; Kah-wè-a; San Luis Rey,"Seized by unratified treaty, January 5, 1852",CA,1852,18520105,"4,014,030",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
309,309,Diegueño,"Seized without treaty/agreement, January 7, 1852",CA,1852,18520107,"972,791",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
310,310,Diegueño,"Seized by unratified treaty, January 7, 1852",CA,1852,18520107,"2,712,140",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
311,311,San Imirio; Tejon,Seized without treaty/agreement (former reservation),CA,1853,18530901,"81,384",$0.00 ,$0.00 ,Calculated in GIS,California treaties unratified,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
312,312,Rogue River Indians,"Ceded by treaty, September 10, 1853",CA; OR,1853,18530910,"2,098,450","$77,573.30 ",$0.04 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
313,313,Umpqua (Cow Creek band),"Ceded by treaty, September 19, 1853",OR,1853,18530919,"400,684","$13,686.89 ",$0.03 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
314,314,Missouri; Oto,"Ceded by treaty, March 15, 1854",NE,1854,18540315,"3,587,892","$463,423.74 ",$0.13 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
315,315,Omaha,"Ceded by treaty, March 16, 1854",NE,1854,18540316,"7,482,098","$975,739.54 ",$0.13 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
332,332,Chippewa of the Mississippi and Lake Superior,"Ceded by treaty, September 30, 1854",MN,1854,18540930,"5,867,436","$554,795.57 ",$0.09 ,"25 ICC 55, p. 70; 41 ICC 249, p. 265","25 ICC 55, p. 70; 41 ICC 249, p. 265",https://archive.org/stream/annualreportofbu218smit#page/794/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
343,343,Chasta; Grave Creek; Scoton,"Ceded by treaty, Novermber 18, 1854",OR,1854,18541118,"714,955","$110,605.66 ",$0.15 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/796/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
344,344,Calapooia; Umpqua,"Ceded by treaty, Novermber 29, 1854",OR,1854,18541129,"1,536,720","$125,814.19 ",$0.08 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/796/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
345,345,Niskwali; Puyallup; Sa-heh-wamish; S'Homamish; Squaxin; Squiaitl; Steh-chass; Steilacoom; T'Peeksin,"Ceded by treaty, December 26, 1854",WA,1854,18541226,"1,876,610","$173,936.85 ",$0.09 ,Calculated in GIS,"Duwamish, Lummi, etc. Tribes of Indians v. United States, 79 Ct. Cl. 530 Court: Court of Claims Date: June 4, 1934",https://archive.org/stream/annualreportofbu218smit#page/798/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
347,347,Dwamish; Suquamish,"Ceded by treaty, January 22, 1855",WA,1855,18550122,"6,558,560","$320,213.86 ",$0.05 ,Calculated in GIS,"Duwamish, Lummi, etc. Tribes of Indians v. United States, 79 Ct. Cl. 530 Court: Court of Claims Date: June 4, 1934",https://archive.org/stream/annualreportofbu218smit#page/798/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
352,352,Calapooia; Confederated Bands of Willamette valley,"Ceded by treaty, January 22, 1855",OR,1855,18550122,"8,035,130","$217,625.48 ",$0.03 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
353,353,Sklallam,"Ceded by treaty, January 26, 1855",WA,1855,18550126,"2,473,230","$198,945.54 ",$0.08 ,Calculated in GIS,"Duwamish, Lummi, etc. Tribes of Indians v. United States, 79 Ct. Cl. 530 Court: Court of Claims Date: June 4, 1934",https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
355,355,Makah,"Ceded by treaty, January 31, 1855",WA,1855,18550131,"105,076","$30,000.00 ",$0.29 ,Calculated in GIS,26 ICC p. 66,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
357,357,Chippewa of the Mississippi,"Ceded by treaty, February 22, 1855",MN,1855,18550222,"10,233,700","$1,334,686.85 ",$0.13 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/802/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
362,362,Cayuse; Umatilla; Walla-walla,"Ceded by treaty, June 9, 1855",OR; WA,1855,18550609,"6,825,120","$192,000.00 ",$0.03 ,Calculated in GIS,"Kappler II, 694-698",https://archive.org/stream/annualreportofbu218smit#page/804/mode/2up,"Payment based on treaty, excludes unspecified costs of reservation buildings and personnel for 20 years ","USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
364,364,Yakima,"Ceded by treaty, June 9, 1855",WA,1855,18550609,"11,631,400","$593,000.00 ",$0.05 ,Calculated in GIS,"15 ICC 196, p. 199",https://archive.org/stream/annualreportofbu218smit#page/804/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
366,366,Nez Percé,"Ceded by treaty, June 1, 1855",WA,1855,18550601,"7,005,000","$962,585.14 ",$0.14 ,Calculated in GIS,"General Accounting Report In re: Petition of the Blackfeet, Blood, Piegan, Gros Ventre and Nez Perce Tribes of Indians, p. 28",https://archive.org/stream/annualreportofbu218smit#page/806/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
369,369,Confederated Tribes of middle Oregon,"Ceded by treaty, June 25, 1855",OR,1855,18550625,"9,724,700","$313,682.72 ",$0.03 ,Calculated in GIS,"Warm Springs Tribe of Indians v. United States, 95 Ct. Cl. 23 Court: Court of Claims Date: November 3, 1941",https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
371,371,Quil-leh-ute; Qui-nai-elt,"Ceded by treaty, July 1, 1855",WA,1855,18550701,"1,031,132","$25,000.00 ",$0.02 ,Calculated in GIS,7 ICC p. 23,https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
373,373,Flathead; Kootenay; Upper Pend d'Orelles,"Ceded by treaty, July 16, 1855",ID; MT,1855,18550716,"14,174,900","$593,377.82 ",$0.04 ,Calculated in GIS,"17 ICC 297, p. 298",https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
397,397,Coast tribes of Oregon,"Ceded by unratified treaty, August 11, 1855",OR,1855,18550811,"3,938,330",$0.00 ,$0.00 ,Calculated in GIS,See Court of Claims 103 CC 494; Supreme Court 329 US 40,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
398,398,"Blackfoot; Chippewa, Ontonagon band","Ceded by treaty (reliquished as common hunting ground), October 17, 1855",MT; WY,1855,18551017,"12,023,500","$408,535.29 ",$0.03 ,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
399,399,"Nez Percè, Blackfoot and Flathead Nations","Seized by executive order, July 5, 1855",MT,1855,18551017,"11,843,504","$408,535.29 ",$0.03 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
401,401,Molalla,"Ceded by treaty, December 21, 1855",OR,1855,18551221,"911,970","$165,791.34 ",$0.18 ,Calculated in GIS,"Rogue River Tribe of Indians v. United States, 105 Ct. Cl. 495 Court: Court of Claims Date: February 4, 1946",https://archive.org/stream/annualreportofbu218smit#page/814/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
408,408,Pawnee (four confederated bands),"Ceded by treaty, September 24, 1857",NE; SD,1857,18570924,"13,381,000","$2,144,281.20 ",$0.16 ,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/818/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
409,409,Ponka,"Ceded by treaty, March 12, 1858",SD,1858,18580312,"2,334,000","$455,500.00 ",$0.20 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/818/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
410,410,Yankton Sioux,"Ceded by treaty, April 19, 1858",SD,1858,18580419,"15,390,291","$556,560.67 ",$0.04 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
413,413,Sioux (Medewakanton and Wahpekute bands),"Ceded by treaty, June 19, 1858",MN,1858,18580619,"320,000","$148,274.43 ",$0.46 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
414,414,Sioux (Wahpeton and Sisseton Bands),"Ceded by treaty, June 19, 1858",MN,1858,18580619,"569,600","$196,539.80 ",$0.35 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2053",https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
423,423,Chook-chan-cie; Chow-chilla; Poho-neche,Seized without treaty/agreement (former reservation),CA,1859,18591119,"22,513",$0.00 ,$0.00 ,Calculated in GIS,Reservation Seized without treaty/agreement,https://archive.org/stream/annualreportofbu218smit#page/822/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
426,426,Arapaho of Upper Arkansas; Cheyenne of Upper Arkansas,"Ceded by treaty, February 18, 1861",CO; KS; NE; WY,1861,18610218,"47,490,100","$256,547.67 ",$0.01 ,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
432,432,Uintah Uta,"Seized by unratified treaty, October 3, 1861",CO; NV; UT,1861,18611003,"24,709,000",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 825",https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
440,440,"Sioux (Sisseton, Wahpeton, Medewakanton, and Wahpekute bands)","Seized by congressional act, March 3, 1863",MN; SD,1863,18630303,"737,084","$944,810.78 ",$1.28 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/826/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
441,441,Nez Percé,"Ceded by treaty (former reservation), June 9, 1863",ID; OR; WA,1863,18630609,"6,733,350","$294,050.61 ",$0.04 ,Calculated in GIS,"General Services Administration Report Re: Petition of the Confederated Tribes of the Colville Reservation and the Joseph Band of the Nez Perce Tribe of Indians, p. 2",https://archive.org/stream/annualreportofbu218smit#page/826/mode/2up,Payment amount from treaty,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
444,444,Shoshoni (Western bands),"Seized without treaty/agreement, October 1, 1863",CA; ID; NV; OR; UT,1863,18631001,"75,275,800",$0.00 ,$0.00 ,Calculated in GIS,Seized w/o treaty/agreement,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
445,445,Chippewa (Red Lake and Pembina bands),"Ceded by treaty, October 2, 1863",MN; ND,1863,18631002,"9,799,949","$609,480.36 ",$0.06 ,"6 ICC p. 275, 278 ","6 ICC p. 275, 278 ",https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
447,447,Shoshone-Goship,"Seized without treaty/agreement, October 12, 1863",NV; UT,1863,18631012,"6,883,480",$0.00 ,$0.00 ,Calculated in GIS,Seized w/o treaty/agreement,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
448,448,Apache,Seized without treaty/agreement (on abandoned reservation),NM,1864,18640115,"1,431,190",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,Reservation abandoned in 1865; month/day not specific,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
450,450,Uta,"Seized by unratified treaty (former reservation), June 8, 1864",UT,1864,18640505,"85,361",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
451,451,Uta,"Seized by unratified treaty (former reservation), June 8, 1864",UT,1864,18640505,"101,475",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
