Royce_ID_Num,Royce_ID,Tribal_Nation,US_Acquired_Mode,Cession_State,Yr_US_Acquire,Date_US_Acquire,Total_Acres,Total_US_Paid,US_Paid_Per_Acre,Total_Area_Source,Total_US_Paid_Source,Royce_Link,Notes,GIS_Source
453,453,Chippewa (Winnibigoshish); Chippewa of the Mississippi,"Ceded by treaty (former reservation), May 7, 1864",MN,1864,18640507,"249,509","$921,281.37 ",$3.69 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
457,457,Chippewa (Winnibigoshish); Chippewa of the Mississippi,"Ceded by treaty (former reservation), May 7, 1864",MN,1864,18640507,"249,509","$921,281.37 ",$3.69 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
458,458,Chehalis; Chinook; Klatsop; Klikitat,"Seized without treaty/agreement, July 8, 1864",WA,1864,18640708,"4,901,380",$0.00 ,$0.00 ,Calculated in GIS,Seized w/o treaty/agreement,https://archive.org/stream/annualreportofbu218smit#page/832/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
460,460,Paiute,"Seized by executive order (former reservation), January 1, 1864",NV,1864,18640428,"24,197",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 833",https://archive.org/stream/annualreportofbu218smit#page/832/mode/2up,Reservation created but declared tacitly abandoned in 1870,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
462,462,"Klamath; Modok; Snake Indians, Yahooskin band","Ceded by treaty, October 14, 1864",CA; OR,1864,18641014,"13,334,300","$300,000.00 ",$0.02 ,Calculated in GIS,"13 ICC 41, p. 42",https://archive.org/stream/annualreportofbu218smit#page/834/mode/2up,"Payment amount ""somewhat less than $300,000""","USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
473,473,Washo,"Seized without treaty/agreement, July 10, 1865",CA; NV,1865,18650710,"3,236,090",$0.00 ,$0.00 ,Calculated in GIS,Seized w/o treaty/agreement,https://archive.org/stream/annualreportofbu218smit#page/836/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
476,476,Osage,"Ceded by treaty (former reservation), September 29, 1865",KS; NM,1865,18650929,"3,164,030","$7,550,507.49 ",$2.39 ,Calculated in GIS,"Stewart v. United States, 39 Ct. Cl. 321; Osage Tribe of Indians v. United States, 66 Ct. Cl. 64",https://archive.org/stream/annualreportofbu218smit#page/836/mode/2up,"$ 8,327,439.07 (total netted on article I and article II) - 776,931.58 (article 1) = 7,550,507.49 (article II), see Stewart v. United States, 39 Ct. Cl. 321 and Osage Tribe of Indians v. United States, 66 Ct. Cl. 64","USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
477,477,Arapaho; Cheyenne,"Ceded by treaty, October 14, 1865",CO,1865,18651014,"3,748,150","$20,048.22 ",$0.01 ,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/838/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
478,478,Comanche; Kiowa,"Ceded by treaty, October 18, 1865",CO; KS; TX,1865,18651018,"126,708,270","$1,933,500.00 ",$0.02 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/838/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
482,482,Chippewa (Bois Forte band),"Ceded by treaty (former reservation), April 7, 1866",MN,1866,18660407,"2,030,510","$76,191.35 ",$0.04 ,"34 ICC 157, p. 188; 39 ICC 300, p. 309","34 ICC 157, p. 188; 39 ICC 300, p. 309",https://archive.org/stream/annualreportofbu218smit#page/840/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
515,515,"Uta (Tabeguache, Muache, Capote, Weeminuchi, Yampa, Grand River, and Uintah bands)","Ceded by treaty, March 2, 1868",CO; UT,1868,18680302,"18,962,700","$1,981,978.22 ",$0.10 ,Calculated in GIS,"Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910",https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,"Payment expended under articles 11, 12, 13","USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
516,516,Sioux,"Ceded by treaty, April 29, 1868",ND,1868,18680429,"48,142,000",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
517,517,Crow,"Ceded by treaty, May 7, 1868",MT; WY,1868,18680507,"30,530,765","$1,111,768.07 ",$0.04 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
519,519,Navaho,"Ceded by treaty, June 1, 1868",NM; UT,1868,18680601,"21,837,700","$2,080,414.10 ",$0.10 ,Calculated in GIS,"The Navajo Tribe v. The United States of America, Docket No. 229 Before the United States Court of Claims, Accountant's Report on the General Accounting Office Reports and the Supporting Documents used in their Preparation, September 20, 1979, Schedule B",https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
520,520,Bannock; Shoshoni,"Ceded by treaty, July 3, 1868",CO; ID; MT; UT; WY,1868,18680703,"44,672,000","$1,182,080.00 ",$0.03 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/850/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
529,529,Arikara; Gros Ventre; Mandan,"Seized by executive order, April 12, 1870",MT; ND; WY,1870,18700412,"4,686,612",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/852/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
531,531,Apache (Southern),"Seized by executive order (former reservation), Novermber 24, 1871",NM,1871,18711109,"432,009",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 79",https://archive.org/stream/annualreportofbu218smit#page/854/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
532,532,Methow; Okanagan,"Seized without treaty/agreement, January 1, 1871",ID; MT; WA,1871,18710101,"5,007,680",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 857",https://archive.org/stream/annualreportofbu218smit#page/856/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
533,533,Methow; Okanagan,"Seized by executive order (former reservation), July 2, 1872",WA,1872,18720409,"2,250,160",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 125",https://archive.org/stream/annualreportofbu218smit#page/856/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
536,536,Methow; Okanagan,Unceded (on present-day reservation),WA,1872,18720702,"2,923,290",$0.00 ,$0.00 ,Calculated in GIS,N/A (present day reservation),https://nationalmap.gov/small_scale/mld/indlanp.html,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
538,538,"Sioux, Sisseton","Ceded by agreement, September 20, 1872",ND; SD,1872,18720920,"9,286,441","$800,000.00 ",$0.09 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/858/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
553,553,Coeur d'Alène,"Seized by executive order, Novermber 8, 1873",ID,1873,18731108,"6,185,140",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 40-41",https://archive.org/stream/annualreportofbu218smit#page/868/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
558,558,Paiute,"Seized by executive order, February 12, 1874",CA; NV; UT,1874,18740212,"21,230,600",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 69",https://archive.org/stream/annualreportofbu218smit#page/870/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
561,561,Paiute,Unceded (on present-day reservation),NV,1874,18740323,"468,180",$0.00 ,$0.00 ,Calculated in GIS,N/A (present day reservation),https://nationalmap.gov/small_scale/mld/indlanp.html,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
562,562,Paiute,"Seized by executive order, March 23, 1874",CA; NV,1874,18740323,"22,761,000",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 69",https://archive.org/stream/annualreportofbu218smit#page/872/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
566,566,Uta,"Ceded by agreement (former reservation), April 29, 1874",CO,1874,18740429,"3,766,636","$507,662.84 ",$0.13 ,"11 ICC 180, p. 183, 262","11 ICC 180, p. 183, 262",https://archive.org/stream/annualreportofbu218smit#page/874/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
574,574,Blackfoot; Blood; Gros Ventre; Piegan; River Crow,"Seized by executive order (former reservation), August 19, 1874",MT,1874,18740819,"12,261,750",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/876/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
590,590,Pawnee,"Ceded by agreement (former reservation), April 10, 1876",NE,1876,18760410,"283,819","$766,376.91 ",$2.70 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/884/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
597,597,Arapaho; Northern Cheyenne; Sioux,"Ceded by agreement, September 26, 1876",MT; NE; SD; WY,1876,18760926,"48,142,000",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
598,598,Arapaho; Northern Cheyenne; Sioux,"Ceded by agreement, September 27, 1876",SD,1876,18760927,"7,345,157",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.",https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
600,600,Apache,"Seized by executive order, October 30, 1876",AZ,1876,18761030,"2,277,650",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 18",https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
613,613,Sioux (Drifting Goose's band),"Seized by executive order (former reservation), July 13, 1879",SD,1879,18790627,"69,120",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/896/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
614,614,Sioux,"Seized by executive order, August 9, 1879",ND; SD,1879,18790809,"5,562,035",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/896/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
616,616,Uta,"Ceded by agreement (former reservation), March 6, 1880",CO,1880,18800306,"11,784,800","$2,795,155.81 ",$0.24 ,"Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910. Also see Confederated Bands of Ute Indians v. United States, 117 Ct. Cl. 433 Court: Court of Claims Date: July 13, 1950","Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910. Also see Confederated Bands of Ute Indians v. United States, 117 Ct. Cl. 433 Court: Court of Claims Date: July 13, 1950",https://archive.org/stream/annualreportofbu218smit#page/898/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
619,619,Crow,"Ceded by agreement (former reservation), June 12, 1880",MT,1880,18800612,"1,581,124","$750,000.00 ",$0.47 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/900/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
620,620,Arikara; Gros Ventre; Mandan,"Seized by executive order (former reservation), July 13, 1880",MT; ND,1880,18800713,"6,639,255",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/900/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
637,637,Omaha,"Ceded by agreement (former reservation), August 7, 1882",NE,1882,18820807,"208,026","$512,173.74 ",$2.46 ,Calculated in GIS,"Act of Congress, 22 Stat. 341 (1882)",https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,Payment based on text of agreement.,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
644,644,Apache (Mescalero),"Seized by executive order (former reservation), March 24, 1883",NM,1883,18830324,"255,927",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 75",https://archive.org/stream/annualreportofbu218smit#page/910/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
653,653,Sioux,"Seized by executive order (former reservation), March 20, 1884",ND; SD,1884,18840320,"104,981",$0.00 ,$0.00 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/914/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
654,654,Chippewa (Turtle Mountain band),"Seized by executive order (former reservation), March 29, 1884",ND,1884,18840329,"450,333",$0.00 ,$0.00 ,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 85",https://archive.org/stream/annualreportofbu218smit#page/916/mode/2up,EO does not articulate payment,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
683,683,Walapai,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"3,339,850",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
686,686,Cocopa,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"326,005",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
687,687,Maricopa; Papago; Pima,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"10,046,200",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
688,688,Apache (eastern bands),"Seized by congressional act, October 1, 1886",NM; TX,1886,18861001,"48,471,900",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
689,689,Apache (western bands),"Seized by congressional act, October 1, 1886",NM,1886,18861001,"55,804,200",$0.00 ,$0.00 ,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
692,692,Gros Ventre; Piegan,"Ceded by agreement, May 1, 1888",MT,1888,18880501,"14,969,156","$4,300,000.00 ",$0.29 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/924/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
699,699,Sioux,"Seized by congressional act (former reservation), March 2, 1889",ND; SD,1889,18890302,"9,261,593","$3,000,000.00 ",$0.32 ,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",https://archive.org/stream/annualreportofbu218smit#page/930/mode/2up,,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1000,LA_Atakapa,Atakapa-Ishak,Seized without treaty/agreement,LA,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),https://www.wikitree.com/photo.php/f/f2/US_Southern_Colonies_Spanish_La_Florida_WEST-4.jpg,Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1002,None_CA,Serrano,Seized without treaty/agreement,CA,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),https://water.ca.gov/-/media/DWR-Website/Web-Pages/About/Tribal/Files/Maps/California-Indian-Tribal-Homelands-and-Trust-Land-Map.pdf,Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1003,None_MS,Choctaw,Seized without treaty/agreement,MS,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),"https://www.loc.gov/resource/g3701e.ct008649/?r=0.012,0.344,0.271,0.105,0",Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1004,None_ND,Chippewa,Seized without treaty/agreement,ND,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),"https://www.loc.gov/resource/g3701e.ct008649/?r=0.012,0.344,0.271,0.105,0",Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1005,None_ND_SD,Sioux,Seized without treaty/agreement,ND; SD,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),"https://www.loc.gov/resource/g3701e.ct008649/?r=0.012,0.344,0.271,0.105,0",Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1006,None_ND2,Mandan; Hidatsa; Arikara,Seized without treaty/agreement,ND,na,na,na,$0.00 ,$0.00 ,Unidentified,N/A (no treaty/Royce area),"https://www.loc.gov/resource/g3701e.ct008649/?r=0.012,0.344,0.271,0.105,0",Not a Royce Area. Drawn after tribal territory map,"USFS, “Tribal Lands Ceded to the United States” (Royce attributes); Claudio Saunt, “Invasion of America” (Royce polygons)"
1007,unidentified,0,,,,,,,unknown,,,,,
